Customer ID,Age,Gender,City,Education,Occupation,Annual Income (₹),Join Date,Total Spend (₹),Purchase Frequency,Recency (days),Avg Order Value (₹),Satisfaction Score,Online Purchase Ratio,Discount Sensitivity,Loyalty Score,Sessions per Month,Cart Abandonment Rate,Preferred Channel,Payment Method,Top Category 1,Top Category 2,Returns Count,Referrals Made,Archetype
"CUST-00135",51,"Female","Hyderabad","Bachelor","Business Owner",72035,"2023-07-04",5347,15,6,255,4.7,0.37,0.33,629,56,0.13,"Email Campaign","UPI","Fashion","Beauty",5,2,"Loyal"
"CUST-00136",25,"Other","Chandigarh","PhD","Business Owner",170263,"2022-03-14",39432,12,20,6197,4.8,0.62,0.23,804,27,0.16,"Email Campaign","Net Banking","Electronics","Home Decor",2,0,"Premium"
"CUST-00137",40,"Female","Delhi","High School","Analyst",81546,"2022-03-18",14248,21,9,656,4.5,0.58,0.38,740,50,0.2,"In-Store","Debit Card","Home Decor","Travel",4,5,"Loyal"
"CUST-00138",29,"Male","Lucknow","High School","Analyst",70334,"2022-01-12",7881,19,2,483,3.8,0.37,0.5,775,50,0.11,"Word of Mouth","Credit Card","Fashion","Food Delivery",1,4,"Loyal"
"CUST-00139",42,"Female","Ahmedabad","PhD","Salesperson",326293,"2020-11-03",14474,9,33,3064,4.4,0.65,0.23,859,18,0.18,"Word of Mouth","Net Banking","Sports","Beauty",1,2,"Premium"
"CUST-00140",27,"Male","Chennai","Master","Designer",442843,"2022-11-21",22996,1,24,9092,4.5,0.8,0.21,902,15,0.12,"Word of Mouth","EMI","Food Delivery","Grocery",0,1,"Premium"
"CUST-00141",48,"Female","Mumbai","Diploma","Retired",297136,"2020-04-12",112816,12,11,9771,4.5,0.72,0.26,801,11,0.1,"Word of Mouth","Cash","Books","Sports",2,3,"Premium"
"CUST-00142",35,"Male","Delhi","Master","Freelancer",35348,"2021-05-19",12259,13,1,1049,3.8,0.48,0.45,845,56,0.31,"Social Media","Net Banking","Grocery","Books",1,7,"Loyal"
"CUST-00143",31,"Other","Bangalore","Master","Engineer",81570,"2023-11-18",13890,17,14,870,4.6,0.62,0.34,648,36,0.25,"Email Campaign","Credit Card","Health","Food Delivery",4,5,"Loyal"
"CUST-00144",37,"Other","Bangalore","High School","Engineer",48273,"2022-06-26",19443,20,13,575,3.8,0.45,0.52,712,58,0.29,"In-Store","Net Banking","Grocery","Health",4,4,"Loyal"
"CUST-00145",30,"Female","Chandigarh","Diploma","Engineer",33293,"2020-07-08",491,3,88,238,3.2,0.83,0.84,172,16,0.43,"Website","Cash","Grocery","Travel",0,2,"Budget"
"CUST-00146",47,"Female","Jaipur","PhD","Analyst",83141,"2020-09-11",7034,39,4,195,4.4,0.36,0.6,919,37,0.2,"Social Media","Cash","Electronics","Grocery",1,6,"Loyal"
"CUST-00147",39,"Male","Coimbatore","Diploma","Student",32957,"2021-07-17",3494,1,128,525,3.3,0.67,0.86,254,6,0.59,"In-Store","UPI","Home Decor","Food Delivery",1,1,"Budget"
"CUST-00148",29,"Female","Pune","PhD","Manager",42987,"2022-06-02",996,1,44,785,3.5,0.82,0.99,399,17,0.64,"Word of Mouth","EMI","Home Decor","Travel",2,3,"Budget"
"CUST-00149",31,"Male","Kolkata","Diploma","Engineer",38450,"2020-10-05",2959,10,143,611,3.8,0.85,0.74,122,23,0.74,"Email Campaign","Net Banking","Home Decor","Sports",4,1,"Budget"
"CUST-00150",26,"Other","Ahmedabad","Diploma","Business Owner",29267,"2022-02-19",2302,3,57,835,3.4,0.81,0.71,145,36,0.47,"Mobile App","Net Banking","Health","Food Delivery",4,2,"Budget"
"CUST-00151",27,"Female","Delhi","Bachelor","Student",15367,"2020-12-12",2224,1,100,1372,3.2,0.86,0.75,257,28,0.42,"Email Campaign","Cash","Beauty","Sports",3,3,"Budget"
"CUST-00152",32,"Male","Bhopal","Bachelor","Salesperson",24317,"2023-05-26",2820,3,29,719,2.8,0.93,0.91,279,34,0.64,"In-Store","Cash","Fashion","Health",4,0,"Budget"
"CUST-00153",32,"Male","Mumbai","High School","Designer",64443,"2022-10-19",19123,31,6,684,4.6,0.66,0.31,827,51,0.28,"Mobile App","UPI","Sports","Electronics",2,5,"Loyal"
"CUST-00154",30,"Male","Surat","Diploma","Doctor",227169,"2022-02-19",10632,8,32,2250,4.4,0.82,0.14,710,11,0.13,"In-Store","Debit Card","Health","Fashion",0,1,"Premium"
"CUST-00155",39,"Female","Bhopal","Master","Student",55092,"2021-10-12",10233,23,3,333,4.3,0.61,0.46,941,54,0.15,"Word of Mouth","Credit Card","Beauty","Electronics",2,8,"Loyal"
"CUST-00156",23,"Other","Kolkata","Bachelor","Doctor",29015,"2022-02-01",5724,8,113,1146,3.6,0.88,0.77,169,32,0.42,"Website","UPI","Fashion","Sports",2,2,"Budget"
"CUST-00157",44,"Female","Surat","High School","Student",73927,"2022-03-02",25333,34,9,525,5,0.58,0.53,764,59,0.16,"Word of Mouth","Cash","Health","Food Delivery",5,3,"Loyal"
"CUST-00158",42,"Female","Jaipur","High School","Designer",56924,"2020-12-22",9996,14,2,550,4.6,0.43,0.53,894,35,0.14,"Mobile App","Net Banking","Grocery","Food Delivery",2,2,"Loyal"
"CUST-00159",49,"Female","Ahmedabad","Bachelor","Retired",84664,"2020-05-02",3849,6,250,708,2.5,0.43,0.58,331,2,0.33,"Mobile App","UPI","Travel","Fashion",1,3,"At-Risk"
"CUST-00160",43,"Male","Kolkata","Bachelor","Business Owner",92546,"2022-06-21",11673,33,1,329,4.8,0.51,0.39,824,24,0.32,"In-Store","EMI","Travel","Sports",2,4,"Loyal"
"CUST-00161",42,"Male","Jaipur","PhD","Business Owner",318930,"2021-10-09",31209,4,9,11601,4.6,0.5,0.29,763,23,0.13,"Social Media","Debit Card","Books","Beauty",0,1,"Premium"
"CUST-00162",26,"Male","Kolkata","High School","Teacher",13270,"2022-11-23",540,1,12,634,3.1,0.96,0.9,232,20,0.46,"Word of Mouth","Credit Card","Food Delivery","Health",2,2,"Budget"
"CUST-00163",55,"Male","Chennai","Bachelor","Doctor",54133,"2022-03-19",5592,1,79,9331,1.9,0.58,0.79,326,17,0.66,"Mobile App","EMI","Travel","Sports",4,1,"At-Risk"
"CUST-00164",25,"Male","Mumbai","Bachelor","Government Employee",21632,"2022-01-10",3069,3,134,1055,2.9,0.74,0.93,119,27,0.47,"Mobile App","Debit Card","Electronics","Travel",3,0,"Budget"
"CUST-00165",42,"Female","Chennai","PhD","Freelancer",422509,"2022-01-15",73539,2,33,33570,5,0.72,0.18,736,20,0.05,"Social Media","Credit Card","Fashion","Travel",0,0,"Premium"
"CUST-00166",49,"Male","Surat","Master","Analyst",239140,"2021-04-13",9485,2,17,3772,4.1,0.88,0.22,862,16,0.07,"Website","UPI","Travel","Food Delivery",1,1,"Premium"
"CUST-00167",33,"Other","Bhopal","Master","Freelancer",33571,"2021-11-03",2668,7,54,813,2.5,0.92,0.81,249,20,0.68,"Word of Mouth","Debit Card","Sports","Beauty",4,1,"Budget"
"CUST-00168",56,"Male","Mumbai","High School","Student",205951,"2021-01-15",72405,6,9,7540,4.5,0.63,0.3,879,11,0.06,"Social Media","EMI","Fashion","Home Decor",1,3,"Premium"
"CUST-00169",20,"Male","Hyderabad","Diploma","Teacher",36058,"2022-10-18",4246,3,91,1383,3.1,0.68,0.96,172,20,0.67,"Mobile App","EMI","Grocery","Travel",3,1,"Budget"
"CUST-00170",25,"Female","Bhopal","Diploma","Teacher",26902,"2022-02-01",2228,7,95,616,3.4,0.96,0.79,246,36,0.47,"Word of Mouth","Credit Card","Food Delivery","Books",1,0,"Budget"
"CUST-00171",18,"Other","Surat","Master","Teacher",22298,"2022-01-12",1100,6,118,346,2.7,0.67,0.77,346,23,0.59,"Social Media","Net Banking","Beauty","Travel",1,3,"Budget"
"CUST-00172",41,"Other","Ahmedabad","High School","Freelancer",118876,"2023-01-20",7160,27,4,224,4.5,0.64,0.36,933,56,0.14,"Mobile App","UPI","Books","Health",2,2,"Loyal"
"CUST-00173",43,"Other","Surat","PhD","Government Employee",106955,"2023-03-24",4879,6,458,1868,2.3,0.49,0.67,444,6,0.52,"Word of Mouth","Credit Card","Grocery","Electronics",3,1,"At-Risk"
"CUST-00174",31,"Other","Ahmedabad","Diploma","Salesperson",13615,"2021-05-09",5139,1,45,3317,3.2,0.88,0.8,116,32,0.71,"Website","EMI","Sports","Electronics",5,1,"Budget"
"CUST-00175",26,"Female","Bangalore","Master","Freelancer",483620,"2023-07-28",82831,2,10,9628,4.2,0.88,0.27,893,15,0.1,"Word of Mouth","UPI","Books","Travel",0,1,"Premium"
"CUST-00176",46,"Male","Bangalore","PhD","Engineer",110944,"2021-02-26",12835,38,4,492,4.5,0.33,0.45,733,47,0.16,"In-Store","UPI","Electronics","Travel",0,7,"Loyal"
"CUST-00177",28,"Other","Ahmedabad","Bachelor","Doctor",23859,"2020-08-08",1016,2,115,1270,3.4,0.77,0.94,274,10,0.69,"Website","Debit Card","Food Delivery","Health",0,0,"Budget"
"CUST-00178",48,"Male","Mumbai","High School","Designer",73785,"2023-04-20",3831,1,232,1087,1.7,0.24,0.61,392,8,0.56,"Website","Credit Card","Home Decor","Sports",1,1,"At-Risk"
"CUST-00179",37,"Male","Pune","Diploma","Teacher",536680,"2023-07-02",35114,11,16,5478,4.3,0.78,0.26,814,20,0.12,"Website","Net Banking","Electronics","Sports",2,1,"Premium"
"CUST-00180",19,"Female","Pune","Diploma","Salesperson",85890,"2023-07-22",18915,17,2,789,4.3,0.39,0.54,942,19,0.27,"Word of Mouth","Credit Card","Beauty","Health",0,1,"Loyal"
"CUST-00181",33,"Male","Chennai","Bachelor","Doctor",29582,"2021-08-02",4439,7,50,1163,3.5,0.66,0.98,379,15,0.43,"Mobile App","Net Banking","Fashion","Beauty",3,2,"Budget"
"CUST-00182",43,"Female","Chandigarh","High School","Analyst",68121,"2021-03-17",3904,38,3,180,4.7,0.61,0.43,948,25,0.29,"Email Campaign","UPI","Food Delivery","Books",1,7,"Loyal"
"CUST-00183",40,"Female","Bhopal","Master","Teacher",53601,"2022-09-12",14122,22,4,429,4.2,0.56,0.3,678,21,0.25,"Email Campaign","Credit Card","Food Delivery","Travel",3,5,"Loyal"
"CUST-00184",43,"Other","Chennai","Diploma","Doctor",116485,"2021-09-19",18059,27,4,543,4.9,0.44,0.59,647,44,0.15,"Mobile App","Net Banking","Grocery","Food Delivery",4,4,"Loyal"
"CUST-00185",52,"Female","Jaipur","PhD","Analyst",116131,"2021-12-22",16177,7,467,2792,2.1,0.2,0.43,270,3,0.65,"Email Campaign","Debit Card","Sports","Fashion",3,0,"At-Risk"
"CUST-00186",55,"Female","Bhopal","PhD","Salesperson",35786,"2023-11-16",8902,1,103,10815,1.8,0.21,0.73,540,1,0.37,"Website","Debit Card","Books","Health",1,3,"At-Risk"
"CUST-00187",22,"Other","Bangalore","PhD","Doctor",13289,"2020-05-04",3064,2,173,908,3.1,0.99,0.85,297,25,0.46,"In-Store","UPI","Health","Books",5,1,"Budget"
"CUST-00188",36,"Female","Lucknow","Master","Engineer",108719,"2021-08-09",12087,38,7,315,4.8,0.57,0.35,716,28,0.23,"Website","Net Banking","Beauty","Books",0,4,"Loyal"
"CUST-00189",39,"Female","Delhi","High School","Teacher",188310,"2023-11-27",93784,7,9,12553,4.2,0.55,0.12,942,21,0.09,"Word of Mouth","Debit Card","Health","Travel",1,2,"Premium"
"CUST-00190",36,"Female","Bhopal","Diploma","Student",302918,"2023-04-25",41709,1,17,13083,4.9,0.9,0.2,818,21,0.14,"Email Campaign","Net Banking","Books","Electronics",2,0,"Premium"
"CUST-00191",39,"Male","Bangalore","PhD","Analyst",222500,"2020-04-11",89646,1,27,15402,4.4,0.84,0.19,807,9,0.07,"Email Campaign","Net Banking","Books","Travel",1,1,"Premium"
"CUST-00192",31,"Female","Jaipur","PhD","Salesperson",43550,"2023-03-13",3413,2,59,695,3.2,0.75,0.97,319,27,0.42,"In-Store","UPI","Sports","Beauty",3,0,"Budget"
"CUST-00193",22,"Other","Ahmedabad","High School","Designer",22969,"2023-02-17",4072,1,87,1291,3.5,0.69,0.98,349,33,0.47,"Email Campaign","Debit Card","Home Decor","Food Delivery",4,3,"Budget"
"CUST-00194",38,"Female","Pune","Diploma","Manager",219114,"2020-08-28",94417,3,1,11393,4.9,0.56,0.14,860,19,0.05,"In-Store","UPI","Health","Grocery",2,2,"Premium"
"CUST-00195",32,"Male","Indore","Diploma","Freelancer",70750,"2022-07-15",8662,31,2,213,4.4,0.6,0.31,705,33,0.27,"Word of Mouth","Credit Card","Books","Grocery",1,4,"Loyal"
"CUST-00196",45,"Female","Bhopal","Bachelor","Freelancer",401830,"2023-08-21",49772,5,11,3635,4.7,0.85,0.22,764,12,0.2,"In-Store","EMI","Grocery","Sports",2,2,"Premium"
"CUST-00197",36,"Other","Ahmedabad","Diploma","Freelancer",100778,"2022-02-02",5888,29,7,407,4.5,0.31,0.33,843,42,0.19,"Mobile App","Credit Card","Sports","Home Decor",4,4,"Loyal"
"CUST-00198",36,"Female","Coimbatore","Diploma","Manager",73486,"2021-07-04",1479,6,89,502,2.7,0.37,0.58,381,8,0.68,"Website","UPI","Health","Grocery",1,1,"At-Risk"
"CUST-00199",46,"Other","Pune","Master","Engineer",109652,"2020-02-26",3151,1,133,3772,1.9,0.48,0.49,278,11,0.36,"Mobile App","UPI","Sports","Home Decor",0,3,"At-Risk"
"CUST-00200",25,"Male","Bangalore","Diploma","Salesperson",43654,"2021-12-23",883,2,22,425,2.5,0.77,0.76,152,24,0.78,"Mobile App","Cash","Health","Travel",2,3,"Budget"
"CUST-00201",31,"Other","Surat","PhD","Teacher",112098,"2023-11-23",13210,30,9,458,4.1,0.64,0.53,684,38,0.13,"Mobile App","EMI","Food Delivery","Health",3,6,"Loyal"
"CUST-00202",22,"Female","Mumbai","PhD","Designer",22670,"2022-07-08",3649,8,14,745,2.7,0.63,0.86,353,9,0.42,"In-Store","Net Banking","Electronics","Sports",5,1,"Budget"
"CUST-00203",62,"Other","Coimbatore","Bachelor","Business Owner",71445,"2021-06-23",9327,3,339,2550,2.8,0.27,0.8,214,5,0.35,"Social Media","EMI","Food Delivery","Travel",5,1,"At-Risk"
"CUST-00204",29,"Female","Hyderabad","Bachelor","Government Employee",53587,"2021-08-14",4666,9,295,1955,2.9,0.47,0.5,229,3,0.33,"Word of Mouth","Credit Card","Health","Home Decor",2,0,"At-Risk"
"CUST-00205",33,"Female","Surat","Diploma","Salesperson",118800,"2023-04-20",13133,37,3,308,4.2,0.59,0.47,930,63,0.11,"Email Campaign","Debit Card","Grocery","Sports",5,8,"Loyal"
"CUST-00206",25,"Male","Coimbatore","Diploma","Engineer",79505,"2022-09-25",9180,1,206,2809,2.7,0.4,0.69,245,12,0.32,"Social Media","Credit Card","Electronics","Beauty",0,2,"At-Risk"
"CUST-00207",41,"Female","Lucknow","High School","Retired",60604,"2021-11-27",5340,1,505,2291,2.1,0.37,0.58,214,3,0.31,"Website","Debit Card","Food Delivery","Electronics",2,3,"At-Risk"
"CUST-00208",18,"Female","Kolkata","Diploma","Engineer",13772,"2022-08-08",2037,6,92,723,3.1,0.8,0.81,348,19,0.62,"Social Media","EMI","Health","Sports",5,0,"Budget"
"CUST-00209",26,"Other","Bangalore","High School","Teacher",44481,"2020-04-27",20456,14,9,1003,4.6,0.59,0.59,697,47,0.18,"Social Media","UPI","Health","Food Delivery",5,7,"Loyal"
"CUST-00210",34,"Other","Chandigarh","High School","Teacher",119333,"2021-09-04",11048,38,2,294,4.4,0.34,0.39,800,48,0.29,"Social Media","Credit Card","Electronics","Grocery",1,3,"Loyal"
"CUST-00211",18,"Female","Coimbatore","Diploma","Teacher",23269,"2020-08-08",7094,10,99,4325,3.3,0.92,0.9,136,8,0.61,"Mobile App","Credit Card","Health","Beauty",5,3,"Budget"
"CUST-00212",23,"Female","Bhopal","PhD","Student",43347,"2021-10-20",14396,24,4,513,5,0.64,0.59,812,36,0.28,"Mobile App","EMI","Sports","Health",2,3,"Loyal"
"CUST-00213",33,"Other","Coimbatore","High School","Salesperson",37484,"2020-06-08",4586,1,138,2354,3.4,0.98,0.92,294,11,0.49,"Word of Mouth","EMI","Health","Fashion",2,1,"Budget"
"CUST-00214",31,"Other","Coimbatore","Master","Doctor",62127,"2022-12-27",17703,28,1,763,3.9,0.48,0.35,608,49,0.19,"Word of Mouth","Cash","Fashion","Home Decor",2,2,"Loyal"
"CUST-00215",18,"Female","Bangalore","High School","Student",31812,"2022-08-10",1269,4,44,374,2.6,0.62,0.91,334,41,0.5,"Word of Mouth","Debit Card","Grocery","Books",0,2,"Budget"
"CUST-00216",24,"Other","Ahmedabad","Diploma","Teacher",31374,"2022-11-23",550,3,134,217,3,0.85,0.72,130,17,0.4,"Email Campaign","Debit Card","Books","Grocery",3,0,"Budget"
"CUST-00217",53,"Male","Bangalore","Diploma","Retired",74562,"2021-05-19",10650,2,324,3102,2.9,0.32,0.44,418,11,0.65,"In-Store","Net Banking","Home Decor","Travel",0,1,"At-Risk"
"CUST-00218",45,"Other","Pune","Master","Designer",52907,"2023-10-01",3376,5,365,2996,2.4,0.41,0.49,495,5,0.35,"Email Campaign","UPI","Beauty","Health",4,0,"At-Risk"
"CUST-00219",42,"Female","Bhopal","High School","Designer",41348,"2023-09-16",7398,31,7,180,4.5,0.43,0.5,950,30,0.26,"Word of Mouth","Credit Card","Fashion","Sports",0,8,"Loyal"
"CUST-00220",20,"Female","Bangalore","High School","Manager",29248,"2022-12-15",6455,1,81,1197,2.6,0.92,0.85,339,14,0.78,"Word of Mouth","Net Banking","Health","Grocery",4,0,"Budget"
"CUST-00221",35,"Male","Lucknow","Master","Manager",81909,"2023-09-23",7274,7,179,2401,3,0.44,0.44,287,5,0.58,"Email Campaign","Cash","Books","Home Decor",3,1,"At-Risk"
"CUST-00222",45,"Female","Kolkata","PhD","Government Employee",266428,"2022-12-18",86783,8,18,38878,4.2,0.89,0.13,918,9,0.16,"Mobile App","EMI","Books","Grocery",2,3,"Premium"
"CUST-00223",38,"Female","Chennai","Master","Government Employee",67132,"2022-05-28",6257,4,112,9334,1.6,0.33,0.64,451,1,0.49,"Website","UPI","Health","Beauty",4,0,"At-Risk"
"CUST-00224",43,"Male","Chandigarh","Master","Teacher",45082,"2023-01-16",13283,3,229,4639,2.4,0.36,0.43,485,1,0.37,"In-Store","Cash","Books","Travel",5,3,"At-Risk"
"CUST-00225",25,"Male","Jaipur","High School","Retired",33378,"2020-05-12",2665,1,44,519,3.6,0.67,0.8,253,8,0.55,"Email Campaign","Cash","Grocery","Books",3,2,"Budget"
"CUST-00226",45,"Other","Mumbai","Bachelor","Doctor",79630,"2023-11-07",6335,11,156,2803,2.4,0.57,0.7,569,8,0.42,"Word of Mouth","UPI","Sports","Health",4,2,"At-Risk"
"CUST-00227",45,"Other","Bangalore","High School","Doctor",58205,"2023-05-04",2244,2,92,1323,2.4,0.58,0.79,220,5,0.31,"In-Store","Credit Card","Grocery","Home Decor",0,2,"At-Risk"
"CUST-00228",37,"Male","Kolkata","High School","Retired",51396,"2023-10-17",3908,5,76,876,2.8,0.71,0.82,331,11,0.52,"Email Campaign","Net Banking","Health","Food Delivery",0,3,"Budget"
"CUST-00229",38,"Female","Pune","High School","Freelancer",112462,"2023-11-28",7930,1,434,7956,2.6,0.21,0.77,594,7,0.39,"Mobile App","Net Banking","Beauty","Travel",0,3,"At-Risk"
"CUST-00230",18,"Female","Kolkata","PhD","Student",38348,"2023-08-17",4097,7,198,1320,3.7,0.81,0.72,327,21,0.64,"Word of Mouth","EMI","Books","Electronics",1,1,"Budget"
"CUST-00231",28,"Male","Surat","High School","Doctor",63164,"2021-02-16",17801,34,6,394,4.5,0.57,0.39,923,57,0.19,"Social Media","UPI","Home Decor","Health",4,2,"Loyal"
"CUST-00232",22,"Other","Pune","PhD","Doctor",83140,"2022-07-04",10420,29,5,384,4.1,0.45,0.49,670,24,0.32,"Website","Net Banking","Food Delivery","Beauty",0,1,"Loyal"
"CUST-00233",29,"Female","Lucknow","Master","Teacher",38680,"2020-01-28",4723,6,200,1320,2.4,0.5,0.42,590,4,0.5,"Word of Mouth","Cash","Books","Home Decor",3,2,"At-Risk"
"CUST-00234",51,"Female","Lucknow","PhD","Manager",65722,"2022-06-22",4345,4,216,6700,2.4,0.23,0.52,518,4,0.57,"Website","Credit Card","Electronics","Books",0,0,"At-Risk"
"CUST-00235",35,"Male","Chennai","Master","Designer",95248,"2023-12-13",15429,40,14,498,3.9,0.42,0.36,697,47,0.3,"Website","Debit Card","Electronics","Sports",5,1,"Loyal"
"CUST-00236",29,"Other","Pune","PhD","Business Owner",184317,"2020-11-18",47220,1,8,23138,4.4,0.5,0.25,899,4,0.1,"Email Campaign","Cash","Electronics","Books",0,1,"Premium"
"CUST-00237",23,"Female","Indore","Bachelor","Retired",19971,"2023-01-25",2716,1,20,1357,2.8,0.94,0.87,178,12,0.67,"Social Media","Cash","Food Delivery","Beauty",1,0,"Budget"
"CUST-00238",42,"Female","Mumbai","Diploma","Retired",127494,"2023-05-01",18537,28,1,568,4.9,0.62,0.48,669,38,0.17,"Mobile App","Net Banking","Beauty","Health",0,5,"Loyal"
"CUST-00239",50,"Male","Kolkata","High School","Salesperson",352344,"2021-05-07",19363,1,19,5982,4.7,0.87,0.29,851,26,0.18,"In-Store","Cash","Sports","Fashion",0,1,"Premium"
"CUST-00240",44,"Other","Delhi","PhD","Salesperson",130618,"2023-02-02",16156,9,10,2351,4.2,0.86,0.2,758,18,0.15,"Website","Debit Card","Food Delivery","Beauty",2,3,"Premium"
"CUST-00241",36,"Other","Chennai","Master","Retired",187266,"2020-07-14",67304,8,20,13507,4.5,0.88,0.13,863,16,0.08,"Social Media","Net Banking","Beauty","Sports",2,1,"Premium"
"CUST-00242",32,"Male","Indore","Master","Student",50860,"2020-10-26",13611,11,4,1139,4.6,0.31,0.45,799,23,0.3,"Email Campaign","Net Banking","Fashion","Home Decor",5,0,"Loyal"
"CUST-00243",30,"Other","Hyderabad","Master","Doctor",95246,"2023-04-28",24937,31,11,617,4.2,0.34,0.31,911,31,0.12,"Mobile App","Net Banking","Health","Home Decor",1,1,"Loyal"
"CUST-00244",46,"Female","Ahmedabad","PhD","Business Owner",92102,"2023-06-24",7272,19,9,530,4.8,0.69,0.51,841,47,0.11,"Mobile App","Credit Card","Books","Fashion",1,2,"Loyal"
"CUST-00245",42,"Female","Ahmedabad","Diploma","Manager",252154,"2023-02-27",34118,13,6,3793,4.6,0.8,0.15,921,9,0.08,"Word of Mouth","Debit Card","Sports","Grocery",0,1,"Premium"
"CUST-00246",52,"Other","Chennai","PhD","Designer",72909,"2023-09-15",1489,1,54,808,2,0.57,0.73,446,10,0.58,"Website","Debit Card","Fashion","Travel",5,2,"At-Risk"
"CUST-00247",30,"Other","Pune","Master","Designer",58380,"2023-03-09",7908,1,122,2207,3,0.59,0.69,265,9,0.68,"Social Media","EMI","Food Delivery","Travel",0,2,"At-Risk"
"CUST-00248",18,"Male","Surat","PhD","Manager",28232,"2022-10-26",3633,1,97,2334,3,0.99,0.99,215,16,0.48,"Website","UPI","Electronics","Books",3,3,"Budget"
"CUST-00249",31,"Female","Jaipur","Bachelor","Engineer",17327,"2023-01-02",1706,9,17,972,2.9,0.69,0.76,245,25,0.68,"Email Campaign","UPI","Health","Fashion",4,2,"Budget"
"CUST-00250",35,"Male","Lucknow","Master","Designer",48712,"2021-08-19",7191,7,181,1479,2.3,0.3,0.68,243,1,0.37,"Social Media","Cash","Books","Home Decor",1,0,"At-Risk"
"CUST-00251",48,"Male","Mumbai","Bachelor","Analyst",434863,"2021-11-25",33488,3,11,25820,4.7,0.64,0.15,965,5,0.06,"In-Store","Credit Card","Books","Food Delivery",1,1,"Premium"
"CUST-00252",58,"Female","Indore","Diploma","Salesperson",43098,"2020-06-27",11491,5,203,5463,1.6,0.45,0.41,264,1,0.49,"Email Campaign","Debit Card","Books","Beauty",5,1,"At-Risk"
"CUST-00253",34,"Female","Chandigarh","PhD","Designer",36064,"2021-10-22",2098,1,99,972,3.7,0.81,0.94,363,17,0.77,"Website","Credit Card","Food Delivery","Home Decor",0,1,"Budget"
"CUST-00254",44,"Other","Chandigarh","High School","Retired",401706,"2021-09-22",40793,4,14,7348,4.1,0.56,0.12,770,4,0.1,"Social Media","EMI","Grocery","Sports",0,2,"Premium"
"CUST-00255",33,"Male","Jaipur","PhD","Doctor",155360,"2021-02-25",13871,9,37,3095,4.4,0.55,0.11,963,22,0.11,"Social Media","EMI","Travel","Beauty",2,1,"Premium"
"CUST-00256",51,"Male","Chennai","Master","Engineer",91773,"2020-08-09",5776,7,338,1114,2.5,0.46,0.48,402,14,0.37,"Social Media","Cash","Home Decor","Beauty",4,3,"At-Risk"
